lead_id,timestamp,channel,variant,device,time_spent_sec,converted,lead_quality_score,ad_spend_cpc
LD-22540,2026-06-09 08:45:44.501442124,Paid Search,VarA_ShortForm,Desktop,27.3,0,0,2.45
LD-22541,2026-06-09 08:45:47.016633160,Paid Social,VarA_ShortForm,Mobile,21.0,0,0,1.94
LD-22542,2026-06-09 08:47:13.240585250,Paid Social,Control,Desktop,8.7,0,0,2.5
LD-22543,2026-06-09 08:47:16.032868421,Organic,VarA_ShortForm,Desktop,11.5,0,0,0.0
LD-22544,2026-06-09 08:48:34.115470961,Paid Social,Control,Mobile,7.4,0,0,2.6
LD-22545,2026-06-09 08:49:30.346254439,Paid Search,VarA_ShortForm,Mobile,33.9,0,0,2.43
LD-22546,2026-06-09 08:50:00.319988886,Paid Search,Control,Desktop,9.0,0,0,2.55
LD-22547,2026-06-09 08:51:43.080230087,Paid Search,VarA_ShortForm,Mobile,7.6,0,0,3.37
LD-22548,2026-06-09 08:53:09.488581488,Paid Search,VarB_Interactive,Desktop,19.0,0,0,4.12
LD-22549,2026-06-09 08:54:24.098610718,Paid Social,VarA_ShortForm,Mobile,7.9,0,0,2.69
LD-22550,2026-06-09 08:55:24.238450395,Paid Search,VarB_Interactive,Desktop,7.6,0,0,2.55
LD-22551,2026-06-09 08:57:19.630038527,Paid Search,VarA_ShortForm,Mobile,4.3,0,0,3.51
LD-22552,2026-06-09 08:58:26.180246906,Organic,VarB_Interactive,Mobile,7.9,0,0,0.0
LD-22553,2026-06-09 09:00:57.593976143,Paid Social,Control,Mobile,13.1,0,0,1.44
LD-22554,2026-06-09 09:01:49.307441000,Paid Search,Control,Mobile,10.0,0,0,4.06
LD-22555,2026-06-09 09:02:38.289911928,Paid Search,Control,Desktop,7.3,0,0,4.36
LD-22556,2026-06-09 09:04:36.637507290,Email Direct,Control,Desktop,24.0,0,0,0.0
LD-22557,2026-06-09 09:04:43.621273831,Organic,VarA_ShortForm,Mobile,5.2,0,0,0.0
LD-22558,2026-06-09 09:04:50.229432891,Paid Social,VarB_Interactive,Desktop,23.3,0,0,2.03
LD-22559,2026-06-09 09:05:13.189098477,Paid Social,Control,Mobile,8.6,0,0,2.87
LD-22560,2026-06-09 09:06:27.319352612,Email Direct,VarB_Interactive,Desktop,8.4,0,0,0.0
LD-22561,2026-06-09 09:07:06.000030642,Organic,VarA_ShortForm,Desktop,18.3,0,0,0.0
LD-22562,2026-06-09 09:08:11.589840049,Paid Search,VarB_Interactive,Mobile,5.2,0,0,4.27
LD-22563,2026-06-09 09:11:54.758435437,Organic,VarB_Interactive,Mobile,11.2,0,0,0.0
LD-22564,2026-06-09 09:12:27.762589780,Email Direct,VarA_ShortForm,Desktop,19.2,0,0,0.0
LD-22565,2026-06-09 09:15:36.278987434,Paid Search,Control,Desktop,9.7,0,0,2.76
LD-22566,2026-06-09 09:15:54.783521473,Paid Search,VarB_Interactive,Desktop,16.5,0,0,3.01
LD-22567,2026-06-09 09:17:28.045920516,Paid Social,VarA_ShortForm,Desktop,12.7,0,0,1.8
LD-22568,2026-06-09 09:18:28.608396217,Paid Search,VarB_Interactive,Desktop,7.6,0,0,3.04
LD-22569,2026-06-09 09:18:46.913416181,Paid Search,Control,Mobile,6.5,0,0,3.51
LD-22570,2026-06-09 09:19:02.642767613,Organic,VarB_Interactive,Desktop,5.0,0,0,0.0
LD-22571,2026-06-09 09:19:11.740730028,Paid Social,VarA_ShortForm,Mobile,7.5,0,0,2.65
LD-22572,2026-06-09 09:19:16.632718736,Paid Social,VarB_Interactive,Mobile,9.2,0,0,2.69
LD-22573,2026-06-09 09:19:40.663744840,Paid Search,VarA_ShortForm,Desktop,3.4,0,0,4.18
LD-22574,2026-06-09 09:20:22.546310075,Paid Social,VarA_ShortForm,Mobile,10.4,0,0,1.63
LD-22575,2026-06-09 09:21:54.636168380,Email Direct,Control,Desktop,23.6,0,0,0.0
LD-22576,2026-06-09 09:22:49.474621283,Paid Search,VarB_Interactive,Desktop,6.8,0,0,3.92
LD-22577,2026-06-09 09:24:10.139600812,Paid Search,VarB_Interactive,Mobile,12.1,0,0,2.42
LD-22578,2026-06-09 09:24:22.095725338,Paid Search,VarB_Interactive,Desktop,5.3,0,0,4.48
LD-22579,2026-06-09 09:25:55.884859209,Paid Search,VarA_ShortForm,Mobile,12.7,0,0,3.51
LD-22580,2026-06-09 09:31:25.511541341,Organic,VarB_Interactive,Mobile,9.6,0,0,0.0
LD-22581,2026-06-09 09:32:20.614510725,Paid Search,VarA_ShortForm,Mobile,5.1,0,0,3.05
LD-22582,2026-06-09 09:32:41.675709978,Paid Search,VarA_ShortForm,Desktop,22.2,1,78,4.21
LD-22583,2026-06-09 09:32:57.579333501,Paid Social,VarA_ShortForm,Mobile,27.3,0,0,1.26
LD-22584,2026-06-09 09:33:08.660883883,Paid Social,Control,Mobile,16.9,0,0,1.23
LD-22585,2026-06-09 09:33:17.558561422,Paid Search,VarA_ShortForm,Mobile,22.1,0,0,3.81
LD-22586,2026-06-09 09:33:22.692981367,Paid Social,Control,Mobile,8.4,0,0,1.57
LD-22587,2026-06-09 09:34:37.551171895,Paid Search,VarB_Interactive,Desktop,3.3,0,0,4.18
LD-22588,2026-06-09 09:35:05.810767456,Paid Search,VarB_Interactive,Desktop,48.9,1,83,3.36
LD-22589,2026-06-09 09:35:27.728185020,Paid Search,VarB_Interactive,Mobile,3.7,0,0,2.45
LD-22590,2026-06-09 09:37:36.758194868,Paid Search,VarB_Interactive,Mobile,13.8,0,0,3.75
LD-22591,2026-06-09 09:40:09.467717695,Paid Search,VarB_Interactive,Mobile,13.6,0,0,3.99
LD-22592,2026-06-09 09:40:46.061368323,Paid Social,Control,Desktop,7.7,0,0,1.22
LD-22593,2026-06-09 09:41:11.549590798,Paid Search,Control,Mobile,4.2,0,0,3.53
LD-22594,2026-06-09 09:41:47.635865784,Paid Search,VarB_Interactive,Desktop,8.7,0,0,3.24
LD-22595,2026-06-09 09:43:31.185841328,Paid Social,Control,Desktop,6.5,0,0,1.76
LD-22596,2026-06-09 09:44:45.831624080,Paid Social,Control,Desktop,4.5,0,0,2.21
LD-22597,2026-06-09 09:44:55.485172708,Paid Search,VarA_ShortForm,Desktop,18.7,0,0,4.16
LD-22598,2026-06-09 09:45:20.926919560,Paid Search,VarB_Interactive,Mobile,10.8,0,0,3.92
LD-22599,2026-06-09 09:45:30.638158944,Email Direct,VarB_Interactive,Mobile,8.1,0,0,0.0
LD-22600,2026-06-09 09:47:27.658052118,Paid Search,VarA_ShortForm,Mobile,12.8,1,79,2.47
LD-22601,2026-06-09 09:48:36.504056196,Paid Social,VarA_ShortForm,Mobile,6.8,0,0,2.16
LD-22602,2026-06-09 09:50:27.678613261,Paid Search,VarA_ShortForm,Desktop,4.3,0,0,2.65
LD-22603,2026-06-09 09:52:12.017160354,Email Direct,Control,Desktop,23.6,0,0,0.0
LD-22604,2026-06-09 09:53:01.710906188,Email Direct,VarB_Interactive,Desktop,15.3,0,0,0.0
LD-22605,2026-06-09 09:53:29.240629002,Paid Social,VarB_Interactive,Mobile,38.2,0,0,2.52
LD-22606,2026-06-09 09:54:34.201198711,Paid Search,Control,Mobile,22.4,0,0,3.26
LD-22607,2026-06-09 09:55:39.527858063,Paid Social,Control,Mobile,64.2,1,77,2.04
LD-22608,2026-06-09 09:55:52.304169265,Paid Social,VarB_Interactive,Mobile,10.3,0,0,1.6
LD-22609,2026-06-09 09:56:00.677138459,Paid Search,VarA_ShortForm,Mobile,26.5,0,0,3.15
LD-22610,2026-06-09 09:56:37.813857225,Organic,VarA_ShortForm,Mobile,3.7,0,0,0.0
LD-22611,2026-06-09 09:57:47.685714455,Organic,VarB_Interactive,Mobile,5.0,0,0,0.0
LD-22612,2026-06-09 09:57:56.929688510,Paid Search,VarB_Interactive,Mobile,5.0,0,0,3.79
LD-22613,2026-06-09 09:59:37.884361767,Email Direct,VarB_Interactive,Mobile,10.7,0,0,0.0
LD-22614,2026-06-09 10:01:15.500133528,Paid Social,VarB_Interactive,Mobile,10.9,0,0,2.86
LD-22615,2026-06-09 10:01:29.839805564,Paid Social,Control,Mobile,8.9,0,0,2.9
LD-22616,2026-06-09 10:01:57.307912678,Paid Search,VarA_ShortForm,Desktop,11.8,0,0,3.2
LD-22617,2026-06-09 10:02:10.080796326,Paid Search,Control,Desktop,23.0,0,0,3.15
LD-22618,2026-06-09 10:03:27.423039928,Organic,Control,Mobile,5.0,0,0,0.0
LD-22619,2026-06-09 10:05:06.256994787,Email Direct,VarB_Interactive,Desktop,3.2,0,0,0.0
LD-22620,2026-06-09 10:05:30.894617405,Paid Social,VarA_ShortForm,Mobile,20.8,0,0,2.58
LD-22621,2026-06-09 10:05:52.679102068,Email Direct,VarA_ShortForm,Mobile,5.6,0,0,0.0
LD-22622,2026-06-09 10:07:34.589048321,Email Direct,VarB_Interactive,Desktop,12.5,0,0,0.0
LD-22623,2026-06-09 10:08:03.142027369,Paid Search,VarA_ShortForm,Desktop,10.0,0,0,3.77
LD-22624,2026-06-09 10:08:25.041283639,Paid Search,VarA_ShortForm,Desktop,25.0,1,87,2.83
LD-22625,2026-06-09 10:08:29.056334516,Email Direct,VarA_ShortForm,Desktop,5.1,0,0,0.0
LD-22626,2026-06-09 10:09:21.963446698,Email Direct,VarA_ShortForm,Mobile,29.3,0,0,0.0
LD-22627,2026-06-09 10:09:29.855618550,Organic,VarB_Interactive,Mobile,48.2,0,0,0.0
LD-22628,2026-06-09 10:10:04.566815308,Paid Search,VarA_ShortForm,Desktop,15.0,0,0,2.66
LD-22629,2026-06-09 10:10:46.405326294,Paid Social,Control,Desktop,4.5,0,0,1.23
LD-22630,2026-06-09 10:11:06.122298951,Email Direct,Control,Mobile,17.0,0,0,0.0
LD-22631,2026-06-09 10:13:10.848032000,Paid Social,Control,Desktop,11.3,0,0,1.89
LD-22632,2026-06-09 10:14:09.443791218,Email Direct,Control,Desktop,3.8,0,0,0.0
LD-22633,2026-06-09 10:16:22.249109690,Paid Search,Control,Mobile,34.8,0,0,2.56
LD-22634,2026-06-09 10:17:31.049824471,Paid Search,Control,Mobile,44.7,0,0,4.37
LD-22635,2026-06-09 10:17:36.587423061,Paid Search,VarB_Interactive,Desktop,14.9,0,0,3.14
LD-22636,2026-06-09 10:18:02.871121967,Paid Search,VarB_Interactive,Mobile,25.6,0,0,2.52
LD-22637,2026-06-09 10:18:30.375805079,Paid Search,VarA_ShortForm,Desktop,48.1,0,0,2.88
LD-22638,2026-06-09 10:19:23.661171385,Organic,VarA_ShortForm,Mobile,5.4,0,0,0.0
LD-22639,2026-06-09 10:20:24.384892364,Paid Search,VarB_Interactive,Mobile,9.5,0,0,3.62
LD-22640,2026-06-09 10:21:14.863277852,Paid Social,Control,Mobile,40.5,1,80,1.58
LD-22641,2026-06-09 10:21:20.952432576,Organic,VarA_ShortForm,Desktop,4.5,0,0,0.0
LD-22642,2026-06-09 10:22:00.866069937,Paid Social,VarA_ShortForm,Mobile,3.4,0,0,1.37
LD-22643,2026-06-09 10:22:23.511073733,Paid Search,VarB_Interactive,Desktop,8.9,0,0,3.95
LD-22644,2026-06-09 10:26:06.395309152,Paid Search,Control,Desktop,17.2,0,0,3.77
LD-22645,2026-06-09 10:26:30.777523706,Paid Social,VarA_ShortForm,Mobile,3.9,0,0,2.58
LD-22646,2026-06-09 10:28:18.744619912,Paid Search,Control,Mobile,13.0,0,0,3.79
LD-22647,2026-06-09 10:30:24.081041136,Organic,Control,Desktop,6.9,0,0,0.0
LD-22648,2026-06-09 10:30:25.972826190,Paid Social,VarB_Interactive,Mobile,16.2,0,0,2.39
LD-22649,2026-06-09 10:31:13.742589503,Email Direct,VarB_Interactive,Desktop,14.8,0,0,0.0
LD-22650,2026-06-09 10:31:17.024026331,Paid Social,VarB_Interactive,Mobile,5.3,0,0,1.65
LD-22651,2026-06-09 10:31:29.588729464,Organic,Control,Desktop,5.1,0,0,0.0
LD-22652,2026-06-09 10:31:56.110009210,Paid Social,Control,Mobile,16.6,0,0,2.28
LD-22653,2026-06-09 10:32:36.739460164,Paid Social,VarA_ShortForm,Mobile,3.0,0,0,1.23
LD-22654,2026-06-09 10:32:43.244291046,Organic,VarA_ShortForm,Desktop,15.6,0,0,0.0
LD-22655,2026-06-09 10:33:42.240170227,Organic,Control,Desktop,19.4,0,0,0.0
LD-22656,2026-06-09 10:33:49.615030290,Paid Search,VarB_Interactive,Desktop,5.2,0,0,2.9
LD-22657,2026-06-09 10:35:29.341367168,Paid Search,Control,Desktop,19.4,0,0,3.79
LD-22658,2026-06-09 10:39:49.167952783,Paid Search,VarB_Interactive,Mobile,23.0,0,0,3.78
LD-22659,2026-06-09 10:41:37.487672953,Paid Search,VarB_Interactive,Desktop,8.3,0,0,2.78
LD-22660,2026-06-09 10:41:42.946291498,Organic,VarB_Interactive,Desktop,3.8,0,0,0.0
LD-22661,2026-06-09 10:42:18.823957070,Paid Search,VarB_Interactive,Mobile,3.3,0,0,2.61
LD-22662,2026-06-09 10:43:07.612191483,Paid Search,VarA_ShortForm,Desktop,6.0,0,0,3.18
LD-22663,2026-06-09 10:43:18.753391498,Paid Search,Control,Mobile,40.1,0,0,3.14
LD-22664,2026-06-09 10:44:01.679118880,Organic,Control,Desktop,8.4,0,0,0.0
LD-22665,2026-06-09 10:45:08.781729771,Email Direct,VarA_ShortForm,Desktop,11.2,0,0,0.0
LD-22666,2026-06-09 10:45:48.781137797,Paid Social,VarA_ShortForm,Mobile,15.7,0,0,2.65
LD-22667,2026-06-09 10:46:39.976372160,Email Direct,VarB_Interactive,Mobile,32.6,1,86,0.0
LD-22668,2026-06-09 10:47:24.601102130,Email Direct,VarA_ShortForm,Desktop,5.7,0,0,0.0
LD-22669,2026-06-09 10:51:30.464002564,Paid Social,VarB_Interactive,Mobile,19.2,0,0,1.73
LD-22670,2026-06-09 10:51:42.683061791,Paid Search,Control,Desktop,4.9,0,0,2.46
LD-22671,2026-06-09 10:52:17.131144900,Email Direct,VarB_Interactive,Desktop,5.7,0,0,0.0
LD-22672,2026-06-09 10:53:08.007199016,Paid Social,VarA_ShortForm,Mobile,5.3,0,0,2.6
LD-22673,2026-06-09 10:53:10.920130399,Email Direct,Control,Mobile,3.1,0,0,0.0
LD-22674,2026-06-09 10:53:59.138311212,Paid Social,Control,Mobile,13.8,0,0,2.35
LD-22675,2026-06-09 10:54:50.408541863,Organic,Control,Mobile,6.3,0,0,0.0
LD-22676,2026-06-09 10:54:52.160226382,Paid Social,VarA_ShortForm,Mobile,19.6,0,0,2.09
LD-22677,2026-06-09 10:55:57.684482517,Paid Social,Control,Desktop,8.4,0,0,1.3
LD-22678,2026-06-09 10:56:07.576212652,Email Direct,VarB_Interactive,Mobile,5.3,0,0,0.0
LD-22679,2026-06-09 10:57:17.706555130,Paid Search,VarB_Interactive,Mobile,18.9,0,0,3.16
LD-22680,2026-06-09 10:57:48.653393469,Paid Search,Control,Mobile,21.1,0,0,3.69
LD-22681,2026-06-09 10:57:56.278240255,Paid Social,VarB_Interactive,Mobile,16.5,0,0,2.77
LD-22682,2026-06-09 10:58:52.377708076,Paid Social,Control,Mobile,15.3,0,0,2.17
LD-22683,2026-06-09 10:59:21.398140045,Paid Search,VarB_Interactive,Desktop,17.2,0,0,4.05
LD-22684,2026-06-09 10:59:40.404213837,Paid Social,VarA_ShortForm,Mobile,7.8,0,0,1.84
LD-22685,2026-06-09 11:00:17.005672024,Email Direct,Control,Mobile,10.9,0,0,0.0
LD-22686,2026-06-09 11:00:35.983953737,Paid Social,VarB_Interactive,Mobile,14.1,0,0,2.61
LD-22687,2026-06-09 11:02:30.659952715,Paid Social,VarB_Interactive,Mobile,10.8,0,0,2.01
LD-22688,2026-06-09 11:03:53.612104826,Paid Search,VarA_ShortForm,Mobile,19.0,0,0,2.76
LD-22689,2026-06-09 11:04:10.599272479,Organic,VarA_ShortForm,Desktop,10.8,0,0,0.0
LD-22690,2026-06-09 11:04:13.783614827,Email Direct,VarA_ShortForm,Mobile,4.6,0,0,0.0
LD-22691,2026-06-09 11:05:03.870208533,Paid Social,Control,Mobile,19.1,0,0,1.31
LD-22692,2026-06-09 11:05:19.282818765,Paid Social,VarB_Interactive,Mobile,19.6,0,0,1.63
LD-22693,2026-06-09 11:07:13.283020525,Paid Search,VarA_ShortForm,Mobile,4.7,0,0,2.54
LD-22694,2026-06-09 11:10:07.049522812,Paid Search,VarB_Interactive,Desktop,7.9,0,0,2.63
LD-22695,2026-06-09 11:10:28.897604774,Paid Search,VarB_Interactive,Desktop,39.9,0,0,3.55
LD-22696,2026-06-09 11:11:13.184150287,Paid Search,VarB_Interactive,Mobile,7.7,0,0,4.37
LD-22697,2026-06-09 11:14:06.606309668,Paid Social,VarB_Interactive,Mobile,4.3,0,0,2.44
LD-22698,2026-06-09 11:14:08.469215443,Paid Social,Control,Mobile,4.8,0,0,2.17
LD-22699,2026-06-09 11:15:50.261958103,Paid Search,VarA_ShortForm,Desktop,18.3,0,0,4.5
LD-22700,2026-06-09 11:15:50.635995419,Paid Social,VarA_ShortForm,Mobile,28.9,0,0,2.33
LD-22701,2026-06-09 11:16:29.901097194,Paid Search,VarB_Interactive,Desktop,11.1,0,0,3.18
LD-22702,2026-06-09 11:17:11.453967050,Email Direct,VarB_Interactive,Desktop,6.4,0,0,0.0
LD-22703,2026-06-09 11:19:52.020368480,Paid Search,VarA_ShortForm,Mobile,44.3,0,0,2.95
LD-22704,2026-06-09 11:22:05.119600494,Paid Social,VarB_Interactive,Mobile,3.4,0,0,2.55
LD-22705,2026-06-09 11:22:40.245008874,Paid Social,VarB_Interactive,Mobile,25.7,0,0,1.54
LD-22706,2026-06-09 11:22:48.529151049,Paid Search,Control,Desktop,5.0,0,0,4.41
LD-22707,2026-06-09 11:23:04.904388453,Paid Social,VarB_Interactive,Mobile,17.5,0,0,2.71
LD-22708,2026-06-09 11:23:49.803001633,Email Direct,VarA_ShortForm,Desktop,5.1,0,0,0.0
LD-22709,2026-06-09 11:23:52.846585939,Paid Social,Control,Mobile,5.4,0,0,1.64
LD-22710,2026-06-09 11:23:56.985108306,Paid Search,Control,Desktop,28.9,0,0,3.43
LD-22711,2026-06-09 11:25:45.918613053,Paid Search,VarB_Interactive,Desktop,4.3,0,0,4.1
LD-22712,2026-06-09 11:26:10.293408312,Paid Social,VarA_ShortForm,Mobile,7.0,0,0,2.07
LD-22713,2026-06-09 11:26:43.811080078,Email Direct,VarA_ShortForm,Mobile,20.3,0,0,0.0
LD-22714,2026-06-09 11:27:55.437937283,Paid Social,VarB_Interactive,Mobile,19.7,0,0,2.82
LD-22715,2026-06-09 11:29:25.570626270,Paid Search,VarB_Interactive,Desktop,3.9,0,0,3.4
LD-22716,2026-06-09 11:30:01.645369199,Paid Social,Control,Mobile,34.1,0,0,2.44
LD-22717,2026-06-09 11:30:33.513567220,Paid Search,VarB_Interactive,Desktop,17.8,0,0,3.92
LD-22718,2026-06-09 11:30:41.324968249,Email Direct,VarB_Interactive,Desktop,19.2,0,0,0.0
LD-22719,2026-06-09 11:30:41.667277587,Organic,VarA_ShortForm,Mobile,12.4,0,0,0.0
LD-22720,2026-06-09 11:30:43.451947037,Paid Social,VarA_ShortForm,Mobile,9.8,0,0,1.66
LD-22721,2026-06-09 11:31:13.798522684,Organic,VarA_ShortForm,Desktop,17.7,0,0,0.0
LD-22722,2026-06-09 11:33:57.378219105,Paid Search,VarB_Interactive,Mobile,45.2,0,0,3.54
LD-22723,2026-06-09 11:35:28.064699775,Paid Search,VarA_ShortForm,Mobile,12.8,0,0,2.53
LD-22724,2026-06-09 11:36:07.618146738,Paid Search,Control,Desktop,40.8,0,0,3.36
LD-22725,2026-06-09 11:36:24.325125863,Email Direct,VarB_Interactive,Mobile,4.6,0,0,0.0
LD-22726,2026-06-09 11:36:50.557355994,Paid Social,Control,Mobile,24.4,0,0,2.89
LD-22727,2026-06-09 11:36:57.723281207,Paid Search,Control,Mobile,6.3,0,0,4.33
LD-22728,2026-06-09 11:40:03.337140476,Paid Search,VarA_ShortForm,Desktop,21.1,0,0,4.14
LD-22729,2026-06-09 11:41:51.765430052,Email Direct,VarA_ShortForm,Desktop,11.5,0,0,0.0
LD-22730,2026-06-09 11:42:29.192182886,Paid Search,VarA_ShortForm,Desktop,13.7,0,0,4.46
LD-22731,2026-06-09 11:45:14.843228327,Paid Search,VarB_Interactive,Mobile,10.4,0,0,3.01
LD-22732,2026-06-09 11:46:11.777585815,Paid Search,VarB_Interactive,Mobile,5.7,0,0,2.72
LD-22733,2026-06-09 11:52:07.832837815,Paid Search,VarA_ShortForm,Mobile,5.8,0,0,2.94
LD-22734,2026-06-09 11:52:25.958251982,Paid Search,VarB_Interactive,Desktop,10.1,0,0,4.2
LD-22735,2026-06-09 11:53:31.040456393,Paid Social,Control,Mobile,7.6,0,0,2.84
LD-22736,2026-06-09 11:54:04.047053171,Paid Social,VarA_ShortForm,Mobile,11.0,0,0,1.43
LD-22737,2026-06-09 11:54:54.905289644,Paid Social,VarA_ShortForm,Mobile,8.2,0,0,1.7
LD-22738,2026-06-09 11:56:21.569422954,Email Direct,VarA_ShortForm,Mobile,7.4,0,0,0.0
LD-22739,2026-06-09 11:56:23.246802560,Organic,VarB_Interactive,Desktop,17.0,0,0,0.0
LD-22740,2026-06-09 11:57:53.173852760,Paid Search,VarB_Interactive,Mobile,31.1,0,0,2.42
LD-22741,2026-06-09 11:58:24.600570044,Paid Search,Control,Desktop,3.3,0,0,2.6
LD-22742,2026-06-09 11:58:41.021413628,Paid Search,VarB_Interactive,Mobile,14.9,0,0,4.15
LD-22743,2026-06-09 12:01:06.520126488,Paid Social,VarB_Interactive,Desktop,19.9,0,0,2.83
LD-22744,2026-06-09 12:02:46.824326979,Paid Search,VarB_Interactive,Mobile,14.9,0,0,4.49
LD-22745,2026-06-09 12:04:42.284664119,Email Direct,VarB_Interactive,Mobile,3.9,0,0,0.0
LD-22746,2026-06-09 12:04:51.667838114,Paid Social,VarB_Interactive,Mobile,4.5,0,0,1.6
LD-22747,2026-06-09 12:05:31.298892493,Email Direct,Control,Desktop,9.2,0,0,0.0
LD-22748,2026-06-09 12:05:49.889048721,Paid Search,Control,Mobile,6.2,0,0,2.49
LD-22749,2026-06-09 12:07:30.637182275,Paid Social,VarA_ShortForm,Mobile,21.8,0,0,2.51
LD-22750,2026-06-09 12:07:32.494183188,Email Direct,Control,Mobile,10.7,0,0,0.0
LD-22751,2026-06-09 12:12:14.249265083,Paid Search,VarA_ShortForm,Mobile,12.9,0,0,3.05
LD-22752,2026-06-09 12:15:19.191326509,Paid Search,Control,Desktop,3.8,0,0,3.89
LD-22753,2026-06-09 12:19:07.147830293,Paid Search,Control,Desktop,5.8,0,0,3.05
LD-22754,2026-06-09 12:22:09.216513185,Paid Social,Control,Mobile,10.8,0,0,2.59
LD-22755,2026-06-09 12:23:55.005823114,Organic,VarB_Interactive,Mobile,10.5,0,0,0.0
LD-22756,2026-06-09 12:24:11.021552762,Paid Search,Control,Desktop,43.0,1,99,4.09
LD-22757,2026-06-09 12:25:13.899930204,Paid Social,VarA_ShortForm,Mobile,22.6,0,0,1.45
LD-22758,2026-06-09 12:25:16.210060464,Email Direct,VarB_Interactive,Desktop,3.6,0,0,0.0
LD-22759,2026-06-09 12:29:38.621846713,Paid Social,VarA_ShortForm,Mobile,3.2,0,0,1.8
LD-22760,2026-06-09 12:32:41.436346348,Paid Search,Control,Mobile,11.2,0,0,4.29
LD-22761,2026-06-09 12:33:17.954797506,Organic,VarA_ShortForm,Mobile,3.5,0,0,0.0
LD-22762,2026-06-09 12:34:03.738712744,Paid Search,VarB_Interactive,Desktop,9.6,0,0,3.74
LD-22763,2026-06-09 12:34:57.665154931,Paid Search,VarA_ShortForm,Mobile,13.2,0,0,3.47
LD-22764,2026-06-09 12:35:15.879554994,Organic,VarB_Interactive,Desktop,3.9,0,0,0.0
LD-22765,2026-06-09 12:35:24.816685927,Paid Search,Control,Mobile,23.8,0,0,4.09
LD-22766,2026-06-09 12:36:45.694484800,Email Direct,VarA_ShortForm,Mobile,12.1,0,0,0.0
LD-22767,2026-06-09 12:37:53.841294212,Paid Search,Control,Desktop,9.5,0,0,3.58
LD-22768,2026-06-09 12:38:33.404852510,Email Direct,VarB_Interactive,Desktop,14.1,0,0,0.0
LD-22769,2026-06-09 12:40:24.452241879,Paid Social,Control,Desktop,5.8,0,0,1.86
LD-22770,2026-06-09 12:40:38.448868123,Paid Social,VarB_Interactive,Mobile,12.2,0,0,1.9
LD-22771,2026-06-09 12:40:47.403614179,Paid Social,Control,Mobile,49.7,0,0,1.22
LD-22772,2026-06-09 12:41:10.876221822,Paid Search,VarB_Interactive,Desktop,35.2,1,76,2.86
LD-22773,2026-06-09 12:41:15.245335430,Paid Search,Control,Mobile,6.9,0,0,4.3
LD-22774,2026-06-09 12:43:39.414252904,Email Direct,Control,Desktop,30.4,0,0,0.0
LD-22775,2026-06-09 12:43:42.504241277,Email Direct,Control,Mobile,7.1,0,0,0.0
LD-22776,2026-06-09 12:45:50.108318076,Email Direct,Control,Mobile,10.9,0,0,0.0
LD-22777,2026-06-09 12:46:57.479558627,Organic,VarA_ShortForm,Desktop,12.3,0,0,0.0
LD-22778,2026-06-09 12:47:47.393521302,Organic,VarB_Interactive,Mobile,18.1,0,0,0.0
LD-22779,2026-06-09 12:50:33.972755066,Email Direct,Control,Desktop,6.2,0,0,0.0
LD-22780,2026-06-09 12:50:54.999652415,Organic,Control,Desktop,16.9,0,0,0.0
LD-22781,2026-06-09 12:51:23.513457128,Paid Search,VarA_ShortForm,Mobile,15.8,0,0,3.81
LD-22782,2026-06-09 12:52:09.261825169,Email Direct,Control,Desktop,16.5,0,0,0.0
LD-22783,2026-06-09 12:52:11.271674612,Email Direct,Control,Mobile,9.0,0,0,0.0
LD-22784,2026-06-09 12:53:01.696662074,Paid Search,VarB_Interactive,Desktop,18.0,0,0,3.61
LD-22785,2026-06-09 12:53:16.912526975,Organic,Control,Mobile,67.5,1,77,0.0
LD-22786,2026-06-09 12:53:53.275611506,Paid Search,Control,Mobile,26.2,0,0,3.22
LD-22787,2026-06-09 12:55:01.893055692,Paid Social,VarB_Interactive,Mobile,41.3,0,0,1.69
LD-22788,2026-06-09 12:56:00.731746715,Paid Search,VarA_ShortForm,Desktop,29.5,0,0,4.03
LD-22789,2026-06-09 12:57:06.779935390,Paid Social,VarA_ShortForm,Mobile,16.5,0,0,1.54
LD-22790,2026-06-09 12:57:53.171580029,Paid Social,VarB_Interactive,Desktop,7.9,0,0,1.65
LD-22791,2026-06-09 12:57:56.923090033,Paid Social,VarA_ShortForm,Mobile,8.7,0,0,2.56
LD-22792,2026-06-09 12:58:25.297592160,Email Direct,VarA_ShortForm,Mobile,8.9,0,0,0.0
LD-22793,2026-06-09 12:58:57.135356543,Email Direct,VarB_Interactive,Mobile,7.8,0,0,0.0
LD-22794,2026-06-09 12:59:00.572897915,Email Direct,VarA_ShortForm,Mobile,22.8,1,66,0.0
LD-22795,2026-06-09 13:00:47.752909446,Paid Search,VarA_ShortForm,Desktop,4.1,0,0,3.02
LD-22796,2026-06-09 13:01:14.800198408,Paid Social,VarB_Interactive,Mobile,11.4,0,0,1.53
LD-22797,2026-06-09 13:03:00.835660923,Email Direct,VarA_ShortForm,Mobile,6.3,0,0,0.0
LD-22798,2026-06-09 13:03:22.570054835,Paid Social,Control,Mobile,15.3,0,0,2.16
LD-22799,2026-06-09 13:05:06.561426396,Paid Social,Control,Mobile,11.7,0,0,2.62
LD-22800,2026-06-09 13:05:35.700137238,Paid Search,Control,Mobile,13.3,0,0,3.29
LD-22801,2026-06-09 13:05:38.137774710,Paid Search,VarA_ShortForm,Mobile,3.6,0,0,4.09
